,Country,MEASURE,Age group,Year,Unit Code,Unit,Value
32020,Luxembourg,CPI2010,Working age population: 18-65,2012,IDX,Index,106.16434620000001
32021,Luxembourg,CPI2010,Working age population: 18-65,2013,IDX,Index,108.00527439999999
32364,Mexico,GINI,Working age population: 18-65,2012,0_TO_1,0-1 scale,0.455
32365,Mexico,GINI,Working age population: 18-65,2014,0_TO_1,0-1 scale,0.46299999999999997
32366,Mexico,GINI,Working age population: 18-65,2016,0_TO_1,0-1 scale,0.467
32369,Mexico,GINI,Working age population: 18-65,2010,0_TO_1,0-1 scale,0.462
32370,Mexico,GINI,Working age population: 18-65,2012,0_TO_1,0-1 scale,0.47700000000000004
32371,Mexico,CPI2010,Working age population: 18-65,2012,IDX,Index,107.6589765
32372,Mexico,CPI2010,Working age population: 18-65,2014,IDX,Index,116.247983
32373,Mexico,CPI2010,Working age population: 18-65,2016,IDX,Index,122.78008100000001
32376,Mexico,CPI2010,Working age population: 18-65,2010,IDX,Index,100.0
32377,Mexico,CPI2010,Working age population: 18-65,2012,IDX,Index,107.6589765
32541,Netherlands,GINI,Working age population: 18-65,2011,0_TO_1,0-1 scale,0.294
32542,Netherlands,GINI,Working age population: 18-65,2012,0_TO_1,0-1 scale,0.292
32543,Netherlands,GINI,Working age population: 18-65,2013,0_TO_1,0-1 scale,0.29
32544,Netherlands,GINI,Working age population: 18-65,2014,0_TO_1,0-1 scale,0.306
32545,Netherlands,GINI,Working age population: 18-65,2015,0_TO_1,0-1 scale,0.292
32546,Netherlands,GINI,Working age population: 18-65,2016,0_TO_1,0-1 scale,0.289
32551,Netherlands,GINI,Working age population: 18-65,2009,0_TO_1,0-1 scale,0.287
32552,Netherlands,GINI,Working age population: 18-65,2010,0_TO_1,0-1 scale,0.287
32553,Netherlands,GINI,Working age population: 18-65,2012,0_TO_1,0-1 scale,0.278
32554,Netherlands,CPI2010,Working age population: 18-65,2011,IDX,Index,102.341074
32555,Netherlands,CPI2010,Working age population: 18-65,2012,IDX,Index,104.8541116
32556,Netherlands,CPI2010,Working age population: 18-65,2013,IDX,Index,107.48269769999999
32557,Netherlands,CPI2010,Working age population: 18-65,2014,IDX,Index,108.5317738
32558,Netherlands,CPI2010,Working age population: 18-65,2015,IDX,Index,109.18322649999999
32559,Netherlands,CPI2010,Working age population: 18-65,2016,IDX,Index,109.5290098
32564,Netherlands,CPI2010,Working age population: 18-65,2009,IDX,Index,98.74076801
32565,Netherlands,CPI2010,Working age population: 18-65,2010,IDX,Index,100.0
32566,Netherlands,CPI2010,Working age population: 18-65,2012,IDX,Index,104.8541116
32912,New Zealand,GINI,Working age population: 18-65,2011,0_TO_1,0-1 scale,0.313
32913,New Zealand,GINI,Working age population: 18-65,2012,0_TO_1,0-1 scale,0.33
32914,New Zealand,GINI,Working age population: 18-65,2014,0_TO_1,0-1 scale,0.34700000000000003
32916,New Zealand,GINI,Working age population: 18-65,2009,0_TO_1,0-1 scale,0.311
32917,New Zealand,GINI,Working age population: 18-65,2011,0_TO_1,0-1 scale,0.313
32918,New Zealand,CPI2010,Working age population: 18-65,2011,IDX,Index,104.027893
32919,New Zealand,CPI2010,Working age population: 18-65,2012,IDX,Index,105.1305013
32920,New Zealand,CPI2010,Working age population: 18-65,2014,IDX,Index,107.62825500000001
32922,New Zealand,CPI2010,Working age population: 18-65,2009,IDX,Index,97.74976026
32923,New Zealand,CPI2010,Working age population: 18-65,2011,IDX,Index,104.027893
33075,Norway,GINI,Working age population: 18-65,2009,0_TO_1,0-1 scale,0.253
33076,Norway,GINI,Working age population: 18-65,2010,0_TO_1,0-1 scale,0.257
33077,Norway,GINI,Working age population: 18-65,2011,0_TO_1,0-1 scale,0.26
33078,Norway,GINI,Working age population: 18-65,2012,0_TO_1,0-1 scale,0.265
33079,Norway,GINI,Working age population: 18-65,2013,0_TO_1,0-1 scale,0.262
33080,Norway,GINI,Working age population: 18-65,2014,0_TO_1,0-1 scale,0.268
33081,Norway,GINI,Working age population: 18-65,2015,0_TO_1,0-1 scale,0.28300000000000003
33082,Norway,GINI,Working age population: 18-65,2016,0_TO_1,0-1 scale,0.272
33083,Norway,GINI,Working age population: 18-65,2017,0_TO_1,0-1 scale,0.273
33084,Norway,GINI,Working age population: 18-65,2018,0_TO_1,0-1 scale,0.273
33087,Norway,GINI,Working age population: 18-65,2009,0_TO_1,0-1 scale,0.253
33088,Norway,GINI,Working age population: 18-65,2010,0_TO_1,0-1 scale,0.257
33089,Norway,GINI,Working age population: 18-65,2011,0_TO_1,0-1 scale,0.26
33092,Norway,CPI2010,Working age population: 18-65,2009,IDX,Index,97.63821201
33093,Norway,CPI2010,Working age population: 18-65,2010,IDX,Index,100.0
33094,Norway,CPI2010,Working age population: 18-65,2011,IDX,Index,101.2849479
33095,Norway,CPI2010,Working age population: 18-65,2012,IDX,Index,101.99076640000001
33096,Norway,CPI2010,Working age population: 18-65,2013,IDX,Index,104.1534593
33097,Norway,CPI2010,Working age population: 18-65,2014,IDX,Index,106.27997079999999
33098,Norway,CPI2010,Working age population: 18-65,2015,IDX,Index,108.58745420000001
33099,Norway,CPI2010,Working age population: 18-65,2016,IDX,Index,112.44230879999999
33100,Norway,CPI2010,Working age population: 18-65,2017,IDX,Index,114.5507514
33101,Norway,CPI2010,Working age population: 18-65,2018,IDX,Index,117.7178131
33104,Norway,CPI2010,Working age population: 18-65,2009,IDX,Index,97.63821201
33105,Norway,CPI2010,Working age population: 18-65,2010,IDX,Index,100.0
33106,Norway,CPI2010,Working age population: 18-65,2011,IDX,Index,101.2849479
33496,Poland,GINI,Working age population: 18-65,2009,0_TO_1,0-1 scale,0.305
33497,Poland,GINI,Working age population: 18-65,2010,0_TO_1,0-1 scale,0.307
33498,Poland,GINI,Working age population: 18-65,2011,0_TO_1,0-1 scale,0.304
33499,Poland,GINI,Working age population: 18-65,2012,0_TO_1,0-1 scale,0.302
33500,Poland,GINI,Working age population: 18-65,2013,0_TO_1,0-1 scale,0.303
33501,Poland,GINI,Working age population: 18-65,2014,0_TO_1,0-1 scale,0.301
33502,Poland,GINI,Working age population: 18-65,2015,0_TO_1,0-1 scale,0.295
33503,Poland,GINI,Working age population: 18-65,2016,0_TO_1,0-1 scale,0.29100000000000004
33504,Poland,GINI,Working age population: 18-65,2017,0_TO_1,0-1 scale,0.281
33505,Poland,GINI,Working age population: 18-65,2018,0_TO_1,0-1 scale,0.285
33510,Poland,GINI,Working age population: 18-65,2009,0_TO_1,0-1 scale,0.308
33511,Poland,GINI,Working age population: 18-65,2010,0_TO_1,0-1 scale,0.31
33512,Poland,GINI,Working age population: 18-65,2011,0_TO_1,0-1 scale,0.306
33513,Poland,GINI,Working age population: 18-65,2012,0_TO_1,0-1 scale,0.305
33514,Poland,GINI,Working age population: 18-65,2013,0_TO_1,0-1 scale,0.306
33519,Poland,CPI2010,Working age population: 18-65,2009,IDX,Index,97.48422593
33520,Poland,CPI2010,Working age population: 18-65,2010,IDX,Index,100.0
33521,Poland,CPI2010,Working age population: 18-65,2011,IDX,Index,104.2394008
33522,Poland,CPI2010,Working age population: 18-65,2012,IDX,Index,107.9507106
33523,Poland,CPI2010,Working age population: 18-65,2013,IDX,Index,109.0215979
33524,Poland,CPI2010,Working age population: 18-65,2014,IDX,Index,109.08020259999998
33525,Poland,CPI2010,Working age population: 18-65,2015,IDX,Index,108.126741
33526,Poland,CPI2010,Working age population: 18-65,2016,IDX,Index,107.40795770000001
33527,Poland,CPI2010,Working age population: 18-65,2017,IDX,Index,109.6377041
33528,Poland,CPI2010,Working age population: 18-65,2018,IDX,Index,111.62539790000001
33533,Poland,CPI2010,Working age population: 18-65,2009,IDX,Index,97.48422593
33534,Poland,CPI2010,Working age population: 18-65,2010,IDX,Index,100.0
33535,Poland,CPI2010,Working age population: 18-65,2011,IDX,Index,104.2394008
33536,Poland,CPI2010,Working age population: 18-65,2012,IDX,Index,107.9507106
33537,Poland,CPI2010,Working age population: 18-65,2013,IDX,Index,109.0215979
34089,Portugal,GINI,Working age population: 18-65,2009,0_TO_1,0-1 scale,0.331
34090,Portugal,GINI,Working age population: 18-65,2010,0_TO_1,0-1 scale,0.337
34091,Portugal,GINI,Working age population: 18-65,2011,0_TO_1,0-1 scale,0.335
34092,Portugal,GINI,Working age population: 18-65,2012,0_TO_1,0-1 scale,0.33799999999999997
34093,Portugal,GINI,Working age population: 18-65,2013,0_TO_1,0-1 scale,0.344
34094,Portugal,GINI,Working age population: 18-65,2014,0_TO_1,0-1 scale,0.34
34095,Portugal,GINI,Working age population: 18-65,2015,0_TO_1,0-1 scale,0.33399999999999996
34096,Portugal,GINI,Working age population: 18-65,2016,0_TO_1,0-1 scale,0.32799999999999996
34097,Portugal,GINI,Working age population: 18-65,2017,0_TO_1,0-1 scale,0.314
34098,Portugal,GINI,Working age population: 18-65,2018,0_TO_1,0-1 scale,0.31
34104,Portugal,GINI,Working age population: 18-65,2009,0_TO_1,0-1 scale,0.33399999999999996
34105,Portugal,GINI,Working age population: 18-65,2010,0_TO_1,0-1 scale,0.34
34106,Portugal,GINI,Working age population: 18-65,2011,0_TO_1,0-1 scale,0.33899999999999997
34107,Portugal,GINI,Working age population: 18-65,2012,0_TO_1,0-1 scale,0.34299999999999997
34108,Portugal,GINI,Working age population: 18-65,2013,0_TO_1,0-1 scale,0.34700000000000003
34114,Portugal,CPI2010,Working age population: 18-65,2009,IDX,Index,98.61683789
34115,Portugal,CPI2010,Working age population: 18-65,2010,IDX,Index,100.0
34116,Portugal,CPI2010,Working age population: 18-65,2011,IDX,Index,103.65301190000001
34117,Portugal,CPI2010,Working age population: 18-65,2012,IDX,Index,106.52766319999999
34118,Portugal,CPI2010,Working age population: 18-65,2013,IDX,Index,106.81999669999999
34119,Portugal,CPI2010,Working age population: 18-65,2014,IDX,Index,106.52286770000002
34120,Portugal,CPI2010,Working age population: 18-65,2015,IDX,Index,107.04263470000001
34121,Portugal,CPI2010,Working age population: 18-65,2016,IDX,Index,107.6928116
34122,Portugal,CPI2010,Working age population: 18-65,2017,IDX,Index,109.1666817
34123,Portugal,CPI2010,Working age population: 18-65,2018,IDX,Index,110.2515588
34129,Portugal,CPI2010,Working age population: 18-65,2009,IDX,Index,98.61683789
34130,Portugal,CPI2010,Working age population: 18-65,2010,IDX,Index,100.0
34131,Portugal,CPI2010,Working age population: 18-65,2011,IDX,Index,103.65301190000001
34132,Portugal,CPI2010,Working age population: 18-65,2012,IDX,Index,106.52766319999999
34133,Portugal,CPI2010,Working age population: 18-65,2013,IDX,Index,106.81999669999999
34725,Slovak Republic,GINI,Working age population: 18-65,2009,0_TO_1,0-1 scale,0.266
34726,Slovak Republic,GINI,Working age population: 18-65,2010,0_TO_1,0-1 scale,0.261
34727,Slovak Republic,GINI,Working age population: 18-65,2011,0_TO_1,0-1 scale,0.258
34728,Slovak Republic,GINI,Working age population: 18-65,2012,0_TO_1,0-1 scale,0.248
34729,Slovak Republic,GINI,Working age population: 18-65,2013,0_TO_1,0-1 scale,0.27
34730,Slovak Republic,GINI,Working age population: 18-65,2014,0_TO_1,0-1 scale,0.244
34731,Slovak Republic,GINI,Working age population: 18-65,2015,0_TO_1,0-1 scale,0.25
34732,Slovak Republic,GINI,Working age population: 18-65,2016,0_TO_1,0-1 scale,0.237
34733,Slovak Republic,GINI,Working age population: 18-65,2017,0_TO_1,0-1 scale,0.215
34734,Slovak Republic,GINI,Working age population: 18-65,2018,0_TO_1,0-1 scale,0.23199999999999998
34740,Slovak Republic,GINI,Working age population: 18-65,2009,0_TO_1,0-1 scale,0.263
34741,Slovak Republic,GINI,Working age population: 18-65,2010,0_TO_1,0-1 scale,0.259
34742,Slovak Republic,GINI,Working age population: 18-65,2011,0_TO_1,0-1 scale,0.257
34743,Slovak Republic,GINI,Working age population: 18-65,2012,0_TO_1,0-1 scale,0.247
34744,Slovak Republic,GINI,Working age population: 18-65,2013,0_TO_1,0-1 scale,0.27
34750,Slovak Republic,CPI2010,Working age population: 18-65,2009,IDX,Index,99.05205581
34751,Slovak Republic,CPI2010,Working age population: 18-65,2010,IDX,Index,100.0
34752,Slovak Republic,CPI2010,Working age population: 18-65,2011,IDX,Index,103.9192922
34753,Slovak Republic,CPI2010,Working age population: 18-65,2012,IDX,Index,107.66672609999999
34754,Slovak Republic,CPI2010,Working age population: 18-65,2013,IDX,Index,109.1746205
34755,Slovak Republic,CPI2010,Working age population: 18-65,2014,IDX,Index,109.09143700000001
34756,Slovak Republic,CPI2010,Working age population: 18-65,2015,IDX,Index,108.7366293
34757,Slovak Republic,CPI2010,Working age population: 18-65,2016,IDX,Index,108.17118799999999
34758,Slovak Republic,CPI2010,Working age population: 18-65,2017,IDX,Index,109.5903206
34759,Slovak Republic,CPI2010,Working age population: 18-65,2018,IDX,Index,112.3454893
34765,Slovak Republic,CPI2010,Working age population: 18-65,2009,IDX,Index,99.05205581
34766,Slovak Republic,CPI2010,Working age population: 18-65,2010,IDX,Index,100.0
34767,Slovak Republic,CPI2010,Working age population: 18-65,2011,IDX,Index,103.9192922
34768,Slovak Republic,CPI2010,Working age population: 18-65,2012,IDX,Index,107.66672609999999
34769,Slovak Republic,CPI2010,Working age population: 18-65,2013,IDX,Index,109.1746205
35367,Spain,GINI,Working age population: 18-65,2009,0_TO_1,0-1 scale,0.326
35368,Spain,GINI,Working age population: 18-65,2010,0_TO_1,0-1 scale,0.335
35369,Spain,GINI,Working age population: 18-65,2011,0_TO_1,0-1 scale,0.34
35370,Spain,GINI,Working age population: 18-65,2012,0_TO_1,0-1 scale,0.33899999999999997
35371,Spain,GINI,Working age population: 18-65,2013,0_TO_1,0-1 scale,0.35100000000000003
35372,Spain,GINI,Working age population: 18-65,2014,0_TO_1,0-1 scale,0.349
35373,Spain,GINI,Working age population: 18-65,2015,0_TO_1,0-1 scale,0.35
35374,Spain,GINI,Working age population: 18-65,2016,0_TO_1,0-1 scale,0.34299999999999997
35375,Spain,GINI,Working age population: 18-65,2017,0_TO_1,0-1 scale,0.336
35376,Spain,GINI,Working age population: 18-65,2018,0_TO_1,0-1 scale,0.332
35379,Spain,CPI2010,Working age population: 18-65,2009,IDX,Index,98.23193341
35380,Spain,CPI2010,Working age population: 18-65,2010,IDX,Index,100.0
35381,Spain,CPI2010,Working age population: 18-65,2011,IDX,Index,103.1961363
35382,Spain,CPI2010,Working age population: 18-65,2012,IDX,Index,105.72032069999999
35383,Spain,CPI2010,Working age population: 18-65,2013,IDX,Index,107.20940049999999
35384,Spain,CPI2010,Working age population: 18-65,2014,IDX,Index,107.0477153
35385,Spain,CPI2010,Working age population: 18-65,2015,IDX,Index,106.51196019999999
35386,Spain,CPI2010,Working age population: 18-65,2016,IDX,Index,106.2960924
35387,Spain,CPI2010,Working age population: 18-65,2017,IDX,Index,108.3753869
35388,Spain,CPI2010,Working age population: 18-65,2018,IDX,Index,110.1906703
35665,Sweden,GINI,Working age population: 18-65,2013,0_TO_1,0-1 scale,0.263
35666,Sweden,GINI,Working age population: 18-65,2014,0_TO_1,0-1 scale,0.266
35667,Sweden,GINI,Working age population: 18-65,2015,0_TO_1,0-1 scale,0.26899999999999996
35668,Sweden,GINI,Working age population: 18-65,2016,0_TO_1,0-1 scale,0.273
35669,Sweden,GINI,Working age population: 18-65,2017,0_TO_1,0-1 scale,0.273
35670,Sweden,GINI,Working age population: 18-65,2018,0_TO_1,0-1 scale,0.266
35673,Sweden,GINI,Working age population: 18-65,2009,0_TO_1,0-1 scale,0.268
35674,Sweden,GINI,Working age population: 18-65,2010,0_TO_1,0-1 scale,0.27
35675,Sweden,GINI,Working age population: 18-65,2011,0_TO_1,0-1 scale,0.268
35676,Sweden,CPI2010,Working age population: 18-65,2013,IDX,Index,103.82987990000001
35677,Sweden,CPI2010,Working age population: 18-65,2014,IDX,Index,103.6433056
35678,Sweden,CPI2010,Working age population: 18-65,2015,IDX,Index,103.59482320000001
35679,Sweden,CPI2010,Working age population: 18-65,2016,IDX,Index,104.6145071
35680,Sweden,CPI2010,Working age population: 18-65,2017,IDX,Index,106.4917489
35681,Sweden,CPI2010,Working age population: 18-65,2018,IDX,Index,108.57214009999998
35684,Sweden,CPI2010,Working age population: 18-65,2009,IDX,Index,98.8552772
35685,Sweden,CPI2010,Working age population: 18-65,2010,IDX,Index,100.0
35686,Sweden,CPI2010,Working age population: 18-65,2011,IDX,Index,102.96115440000001
35948,Switzerland,GINI,Working age population: 18-65,2009,0_TO_1,0-1 scale,0.289
35949,Switzerland,GINI,Working age population: 18-65,2010,0_TO_1,0-1 scale,0.285
35950,Switzerland,GINI,Working age population: 18-65,2011,0_TO_1,0-1 scale,0.278
35951,Switzerland,GINI,Working age population: 18-65,2012,0_TO_1,0-1 scale,0.273
35952,Switzerland,GINI,Working age population: 18-65,2013,0_TO_1,0-1 scale,0.287
35953,Switzerland,GINI,Working age population: 18-65,2014,0_TO_1,0-1 scale,0.287
35954,Switzerland,GINI,Working age population: 18-65,2015,0_TO_1,0-1 scale,0.287
35955,Switzerland,GINI,Working age population: 18-65,2016,0_TO_1,0-1 scale,0.292
35956,Switzerland,GINI,Working age population: 18-65,2017,0_TO_1,0-1 scale,0.29
35957,Switzerland,GINI,Working age population: 18-65,2009,0_TO_1,0-1 scale,0.29
35958,Switzerland,GINI,Working age population: 18-65,2011,0_TO_1,0-1 scale,0.278
35962,Switzerland,CPI2010,Working age population: 18-65,2009,IDX,Index,99.31643012
35963,Switzerland,CPI2010,Working age population: 18-65,2010,IDX,Index,100.0
35964,Switzerland,CPI2010,Working age population: 18-65,2011,IDX,Index,100.2312926
35965,Switzerland,CPI2010,Working age population: 18-65,2012,IDX,Index,99.53721838
35966,Switzerland,CPI2010,Working age population: 18-65,2013,IDX,Index,99.32084785
35967,Switzerland,CPI2010,Working age population: 18-65,2014,IDX,Index,99.30769284
35968,Switzerland,CPI2010,Working age population: 18-65,2015,IDX,Index,98.17174755
35969,Switzerland,CPI2010,Working age population: 18-65,2016,IDX,Index,97.74508331
35970,Switzerland,CPI2010,Working age population: 18-65,2017,IDX,Index,98.26687597
35971,Switzerland,CPI2010,Working age population: 18-65,2009,IDX,Index,99.31643012
35972,Switzerland,CPI2010,Working age population: 18-65,2011,IDX,Index,100.2312926
36323,Turkey,GINI,Working age population: 18-65,2011,0_TO_1,0-1 scale,0.395
36324,Turkey,GINI,Working age population: 18-65,2012,0_TO_1,0-1 scale,0.389
36325,Turkey,GINI,Working age population: 18-65,2013,0_TO_1,0-1 scale,0.379
36326,Turkey,GINI,Working age population: 18-65,2014,0_TO_1,0-1 scale,0.389
36327,Turkey,GINI,Working age population: 18-65,2015,0_TO_1,0-1 scale,0.39799999999999996
36330,Turkey,GINI,Working age population: 18-65,2009,0_TO_1,0-1 scale,0.405
36331,Turkey,GINI,Working age population: 18-65,2010,0_TO_1,0-1 scale,0.41100000000000003
36332,Turkey,GINI,Working age population: 18-65,2011,0_TO_1,0-1 scale,0.40299999999999997
